Year_Birth,Education,Divorced,Widow,Absurd,YOLO,Single,Married,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
3.69,3,0,0,0,0,0,1,-1.47,1,0,5.0,1.21,0.04,-0.66,0.01,0.04,0.02,0.01,-0.69,-1.11,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
2.86,2,0,1,0,0,0,0,-0.91,0,0,0.0,4.85,0.08,-0.64,0.31,0.56,0.55,0.19,-0.69,-0.03,0.18,-0.55,8,0,0,0,0,0,0,3,11,0
3.16,5,0,0,0,0,0,1,1.06,0,1,0.0,0.56,3.92,-0.18,1.72,1.91,1.44,1.85,-0.17,-0.75,0.89,1.91,6,0,0,0,0,0,0,3,11,0
4.03,3,1,0,0,0,0,0,-0.21,1,0,0.0,5.0,0.62,-0.61,0.26,0.29,0.1,0.19,-0.17,0.69,0.18,-0.24,8,0,0,0,0,0,0,3,11,0
3.01,3,0,0,0,0,0,1,0.95,0,0,2.5,3.64,3.29,-0.16,1.13,4.63,0.95,0.55,-0.69,-0.39,0.89,2.22,6,0,0,0,1,0,0,3,11,0
3.45,4,0,0,0,0,1,0,0.26,0,1,2.5,3.89,2.31,-0.66,0.2,0.19,0.0,1.8,0.87,-0.75,1.07,-0.86,8,0,0,0,0,0,0,3,11,0
2.48,5,1,0,0,0,0,0,0.15,0,0,2.5,4.29,1.69,-0.33,0.38,0.15,0.0,0.36,-0.69,1.77,0.71,0.06,7,0,1,0,0,0,0,3,11,0
3.35,4,1,0,0,0,0,0,0.3,0,1,2.5,4.44,1.06,-0.03,0.77,0.48,0.36,0.17,0.35,0.33,0.54,1.6,5,0,0,0,0,0,0,3,11,0
4.13,3,1,0,0,0,0,0,0.15,0,1,5.0,1.11,0.1,-0.64,0.03,0.04,0.0,0.03,-0.69,-0.75,0.0,-0.86,3,0,0,0,0,0,0,3,11,0
3.79,5,0,0,0,0,0,1,1.05,0,1,2.5,4.19,4.68,-0.66,0.93,0.89,0.67,0.23,-0.69,-0.03,1.61,-0.55,6,0,0,0,0,0,0,3,11,0
2.72,5,0,0,0,0,0,1,0.63,0,1,5.0,3.18,1.77,-0.66,1.03,1.22,0.53,0.0,0.35,0.69,1.25,1.6,3,0,0,0,0,0,0,3,11,0
2.48,3,0,0,0,0,0,1,0.53,0,0,2.5,0.45,1.3,-0.31,0.63,1.76,0.27,0.29,-0.69,-0.03,0.54,2.22,2,0,0,0,0,0,0,3,11,0
2.77,3,0,0,0,0,0,1,-0.96,1,1,0.0,4.65,0.04,-0.61,0.06,0.08,0.0,0.33,-0.17,-1.11,0.18,-1.17,8,0,0,0,0,0,0,3,11,0
3.3,4,0,0,0,0,0,1,-0.13,0,1,2.5,0.1,0.09,-0.66,0.01,0.0,0.0,0.0,-0.69,-1.11,0.0,-0.86,5,0,0,0,0,0,0,3,11,0
4.71,1,0,0,0,0,0,1,-1.07,0,0,0.0,0.3,0.05,0.24,0.06,0.39,1.18,1.49,-0.69,-0.03,0.18,-0.86,8,0,0,0,0,0,0,3,11,0
4.47,5,0,0,0,0,0,1,0.49,1,0,0.0,3.33,3.51,-0.66,0.41,1.29,0.72,2.11,-0.17,-0.03,0.54,1.91,8,0,0,0,0,0,0,3,11,0
3.06,4,0,0,0,0,0,1,-0.03,0,1,2.5,2.47,0.1,-0.66,0.02,0.04,0.0,0.08,-0.69,-1.11,0.0,-0.86,5,0,0,0,0,0,0,3,11,0
2.91,3,0,1,0,0,0,0,0.08,0,0,0.0,1.46,2.73,-0.41,0.69,0.54,0.19,1.49,-0.17,2.13,0.71,1.91,6,0,0,0,0,0,0,3,11,0
4.03,3,0,0,0,0,0,1,0.55,0,1,2.5,3.89,0.75,3.41,1.12,2.05,0.68,0.4,-0.69,0.33,1.79,0.68,3,0,0,0,0,0,0,3,11,0
4.66,3,0,0,0,0,1,0,1.15,0,0,2.5,3.89,1.65,1.1,0.94,2.82,0.76,1.16,-0.69,-0.39,1.25,1.6,1,0,0,0,0,0,0,3,11,0
4.81,3,0,0,0,0,0,1,-0.65,0,0,2.5,3.59,0.11,-0.56,0.19,0.06,0.19,0.28,-0.69,-0.75,0.18,-0.55,7,0,0,0,0,0,0,3,11,0
3.2,3,1,0,0,0,0,0,0.37,0,1,0.0,2.47,1.28,2.81,0.19,1.16,0.49,0.81,1.9,0.33,0.36,1.91,5,0,0,0,0,0,0,3,11,0
4.27,5,0,0,0,0,0,1,-0.47,1,0,2.5,4.9,0.43,-0.64,0.16,0.0,0.02,0.43,0.35,-0.03,0.36,-0.86,7,1,0,0,0,0,0,3,11,0
4.17,3,0,0,0,0,1,0,0.33,0,1,2.5,0.3,1.09,1.43,0.87,1.66,1.1,1.26,-0.69,0.69,0.71,1.91,3,0,0,0,0,0,0,3,11,0
3.45,3,0,0,0,0,0,1,-0.11,0,2,2.5,4.7,0.8,-0.23,0.2,0.15,0.19,0.08,0.35,0.69,0.36,-0.24,7,0,1,0,0,0,0,3,11,0
3.2,4,0,0,0,0,0,1,1.46,0,0,5.0,3.94,3.91,1.65,1.18,1.39,2.45,0.76,-0.69,0.33,1.07,0.37,1,0,0,1,0,0,0,3,11,0
2.57,5,0,0,0,0,0,1,-0.3,0,1,2.5,3.13,0.95,-0.66,0.16,0.0,0.11,0.72,0.87,0.69,0.36,-0.24,8,0,0,0,0,0,0,3,11,0
3.98,4,0,0,0,0,1,0,1.15,0,0,2.5,2.37,4.31,-0.16,1.78,1.54,1.16,0.37,-0.69,0.33,1.25,0.99,2,0,0,0,0,0,0,3,11,0
3.3,3,0,0,0,0,0,1,-0.6,1,1,2.5,0.45,0.22,-0.66,0.13,0.08,0.06,0.28,0.87,-0.39,0.18,-0.86,8,0,0,0,0,0,0,3,11,0
4.71,3,0,0,0,0,1,0,-1.0,1,0,2.5,3.89,0.04,-0.49,0.03,0.06,0.02,0.15,-0.69,-1.11,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
3.2,3,0,0,0,0,0,1,0.77,0,0,2.5,1.21,0.76,-0.08,1.13,0.81,0.4,1.04,-0.69,-0.03,0.89,0.37,2,0,0,0,0,0,0,3,11,0
2.48,4,0,0,0,0,0,1,1.11,0,0,5.0,0.96,3.47,2.71,1.94,0.48,0.72,0.0,-0.69,0.69,0.54,1.3,3,0,0,1,1,0,0,3,11,0
3.5,3,1,0,0,0,0,0,-0.82,1,1,5.0,3.38,0.09,-0.64,0.03,0.04,0.0,0.14,-0.17,-0.75,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
4.56,4,0,0,0,0,1,0,0.85,0,0,5.0,4.8,3.29,1.17,1.02,1.08,0.27,2.42,-0.69,-0.75,0.71,0.06,5,1,0,0,0,0,0,3,11,0
4.76,3,0,0,0,0,0,1,-0.35,0,0,2.5,2.42,0.6,-0.61,0.19,0.73,0.32,0.8,-0.69,0.33,0.18,0.06,5,0,0,0,0,0,0,3,11,0
2.91,3,0,0,0,0,0,1,0.73,0,0,0.0,3.69,4.62,0.17,0.63,0.0,0.63,0.91,-0.69,-0.75,0.71,0.99,6,0,1,1,0,0,0,3,11,0
4.56,3,0,0,0,0,0,1,-1.02,1,0,0.0,1.77,0.11,-0.64,0.19,0.31,0.23,1.17,0.35,-0.75,0.36,-0.86,6,0,0,0,0,0,0,3,11,1
4.51,3,0,0,0,0,0,1,-0.73,1,0,0.0,3.84,0.03,-0.56,0.04,0.14,0.11,0.03,-0.69,-1.11,0.0,-0.86,8,0,0,0,0,0,0,3,11,0
3.16,5,0,0,0,0,0,1,1.02,0,0,2.5,1.01,2.95,0.29,0.92,0.31,0.48,0.17,-0.69,-0.03,0.89,1.3,2,0,0,0,0,0,0,3,11,0
4.08,4,0,0,0,0,0,1,-0.05,0,0,5.0,3.64,0.47,-0.28,0.44,1.29,0.59,0.48,-0.69,-0.03,0.71,0.06,3,0,0,0,0,0,0,3,11,0
3.45,3,0,0,0,0,1,0,0.4,0,0,0.0,1.01,3.35,3.24,1.1,4.32,0.32,1.66,-0.69,-0.03,1.43,-0.55,8,0,0,0,0,0,0,3,11,0
3.25,5,0,0,0,0,0,1,-0.1,1,1,2.5,3.48,0.69,-0.41,0.19,0.58,0.51,0.98,1.9,-0.03,0.18,0.68,6,0,0,0,0,0,0,3,11,0
3.98,2,0,1,0,0,0,0,-0.16,0,1,2.5,4.04,0.54,0.87,0.24,1.87,1.08,0.84,0.87,-0.03,0.54,0.68,5,0,0,0,0,0,0,3,11,0
3.69,3,0,0,0,0,1,0,0.82,0,1,2.5,3.28,2.07,0.7,0.75,2.45,1.03,0.75,-0.69,-0.03,1.25,-0.24,1,0,0,0,0,0,0,3,11,0
4.08,4,0,0,0,0,0,1,0.24,1,1,5.0,2.63,1.53,-0.56,0.07,0.0,0.0,0.12,2.42,1.41,0.36,0.06,7,0,1,0,0,0,0,3,11,0
3.35,3,0,0,0,0,0,1,0.53,1,1,2.5,3.28,0.38,-0.51,0.27,0.06,0.17,0.52,-0.17,-0.39,0.36,-0.24,4,0,0,0,0,0,0,3,11,0
4.32,3,0,0,0,0,1,0,-0.9,1,0,2.5,2.88,0.04,-0.59,0.06,0.04,0.04,0.08,-0.17,-0.75,0.0,-0.86,6,0,0,0,0,0,0,3,11,0
2.82,4,0,0,0,0,0,1,-0.17,0,1,2.5,3.54,0.58,-0.36,0.32,0.15,0.0,0.21,0.87,0.69,0.18,-0.24,7,0,0,0,0,0,0,3,11,0
3.59,3,0,0,0,0,0,1,-0.26,0,1,5.0,0.0,0.26,-0.66,0.03,0.0,0.0,0.1,-0.69,-0.75,0.18,-0.86,5,0,0,0,0,0,0,3,11,0
3.59,3,1,0,0,0,0,0,0.99,0,0,5.0,0.96,1.55,3.14,0.85,1.25,1.14,0.41,-0.69,1.41,0.54,-0.55,4,0,0,1,0,0,0,3,11,1
2.86,2,0,0,0,0,0,1,0.22,0,1,2.5,2.53,0.33,-0.56,0.09,0.71,1.03,0.08,-0.17,-0.75,0.18,0.37,2,0,0,0,0,0,0,3,11,0
4.27,4,0,0,0,0,1,0,-1.12,1,0,2.5,3.38,0.06,-0.59,0.06,0.08,0.1,0.36,0.35,-0.39,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
4.08,2,0,0,0,0,0,1,-1.03,1,0,2.5,2.32,0.0,-0.44,0.02,0.21,0.06,0.3,0.35,-0.39,0.0,-0.86,8,0,0,0,0,0,0,3,11,0
3.69,3,0,1,0,0,0,0,-0.31,0,1,0.0,1.87,0.21,-0.41,0.24,0.14,0.36,0.26,-0.17,-0.03,0.18,-0.55,7,0,0,0,0,0,0,3,11,0
4.42,5,0,0,0,0,1,0,-0.35,1,0,0.0,1.92,0.84,-0.59,0.12,0.08,0.06,1.41,-0.17,-0.03,0.89,-0.86,6,0,0,0,0,0,0,3,11,0
4.32,5,0,0,0,0,0,1,1.27,0,0,2.5,0.45,4.95,-0.18,1.17,0.0,0.36,0.0,-0.69,1.05,1.07,0.06,3,0,1,1,0,0,0,3,11,1
4.03,3,0,0,0,0,0,1,0.09,0,1,2.5,2.83,0.66,-0.21,0.73,0.62,2.05,0.75,-0.17,-0.03,1.07,0.68,3,0,0,0,0,0,0,3,11,0
4.71,2,0,0,0,0,0,1,-1.05,1,0,5.0,4.95,0.03,-0.56,0.03,0.12,0.13,0.08,-0.17,-0.75,0.0,-0.55,5,0,0,0,0,0,0,3,11,0
3.45,3,0,1,0,0,0,0,1.33,0,0,5.0,3.43,1.39,0.5,2.68,1.16,2.03,0.64,-0.69,-0.39,1.07,-0.55,1,0,0,0,0,0,0,3,11,1
4.22,3,0,0,0,0,0,1,-0.15,1,0,2.5,3.64,0.14,-0.49,0.12,0.39,0.23,0.14,-0.69,-0.39,0.0,-0.55,6,0,0,0,0,0,0,3,11,0
3.64,3,0,0,0,0,0,1,-1.26,1,1,5.0,2.37,0.05,-0.59,0.06,0.04,0.02,0.39,0.87,-0.39,0.18,-1.17,8,1,0,0,0,0,0,3,11,1
3.88,4,0,0,0,0,0,1,-0.96,1,1,5.0,1.67,0.06,-0.66,0.01,0.0,0.0,0.01,-0.17,-1.11,0.0,-0.86,6,0,0,0,0,0,0,3,11,0
3.4,2,0,0,0,0,1,0,-0.47,1,1,5.0,4.39,0.05,-0.56,0.03,0.06,0.08,0.25,-0.17,-1.11,0.18,-0.86,3,0,0,0,0,0,0,3,11,0
4.66,3,0,0,0,0,1,0,-1.18,1,0,5.0,0.0,0.02,-0.26,0.07,0.21,0.0,0.47,-0.17,-0.39,0.18,-1.17,7,1,0,0,0,0,0,3,11,1
3.79,5,0,0,0,0,1,0,0.34,0,1,5.0,3.69,1.53,-0.66,0.07,0.12,0.08,0.47,-0.17,0.69,0.36,0.68,6,0,0,0,0,0,0,3,11,0
3.4,3,0,0,0,0,0,1,-1.14,0,0,2.5,3.74,0.1,-0.59,0.14,0.37,0.4,0.58,-0.69,-0.39,0.36,-1.17,8,0,0,0,0,0,0,3,11,0
2.72,4,0,0,0,0,0,1,1.17,0,0,2.5,0.2,0.6,0.04,1.51,2.14,2.34,0.65,-0.69,-0.39,1.43,2.22,1,0,0,0,0,0,0,3,11,1
2.86,3,0,0,0,0,0,1,-0.32,1,1,0.0,2.53,0.3,-0.23,0.28,0.29,0.11,0.21,1.9,-0.03,0.18,-0.24,8,0,0,0,0,0,0,3,11,0
4.13,5,0,0,0,0,1,0,0.12,1,0,2.5,2.88,1.03,1.48,0.4,1.97,0.86,1.63,-0.17,0.69,0.36,1.6,5,0,0,0,0,0,0,3,11,0
4.32,3,0,0,0,0,0,1,1.1,0,0,2.5,1.52,1.87,2.58,2.21,0.56,3.52,1.53,-0.69,0.33,1.07,0.37,2,0,0,1,0,0,0,3,11,0
3.74,2,0,0,0,0,0,1,-1.42,0,0,2.5,1.36,0.02,-0.56,0.04,0.29,0.15,0.23,-0.17,-0.75,0.0,-0.55,5,0,0,0,0,0,0,3,11,0
3.2,3,0,0,0,0,0,1,1.41,0,1,2.5,3.08,5.0,0.29,0.83,0.97,1.08,0.46,-0.69,0.33,1.79,-0.55,6,0,1,1,1,1,0,3,11,1
4.13,3,0,0,0,0,0,1,-0.73,1,0,2.5,0.2,0.1,-0.46,0.03,0.15,0.15,0.17,-0.69,-0.75,0.0,-0.55,5,0,0,0,0,0,0,3,11,0
4.22,3,0,0,0,0,1,0,1.17,0,0,2.5,3.79,0.83,3.19,2.72,1.12,2.55,0.52,-1.2,0.69,1.07,0.37,2,0,0,0,0,0,0,3,11,0
3.79,4,0,0,0,0,0,1,0.77,0,1,2.5,0.61,1.56,-0.03,0.38,2.63,0.0,0.51,-0.17,1.41,0.54,2.22,4,0,0,0,0,0,0,3,11,0
3.74,2,0,0,0,0,0,1,0.42,0,1,5.0,0.66,0.43,2.58,0.75,3.24,2.3,1.15,1.38,0.69,0.54,1.91,4,0,0,0,0,0,0,3,11,0
3.4,5,1,0,0,0,0,0,-0.11,0,1,2.5,0.45,0.58,-0.21,0.23,0.54,0.11,0.33,0.35,-0.39,0.36,0.37,3,0,0,0,0,0,0,3,11,0
2.77,5,0,0,0,0,0,1,0.02,0,1,5.0,2.42,0.63,-0.61,0.08,0.06,0.04,0.55,-0.17,-0.39,0.36,-0.24,4,0,0,0,0,0,0,3,11,0
3.35,3,0,0,0,0,1,0,0.58,0,1,0.0,4.04,2.5,-0.41,0.47,1.25,0.76,0.58,0.87,-0.03,0.36,0.99,8,0,0,0,0,0,0,3,11,0
2.82,4,0,0,0,0,0,1,-0.87,1,1,2.5,3.03,0.02,-0.66,0.01,0.04,0.0,0.01,-0.69,-1.11,0.0,-1.17,5,0,0,0,0,0,0,3,11,0
4.17,3,0,0,0,0,1,0,-0.16,0,1,2.5,2.17,0.05,-0.66,0.01,0.0,0.0,0.06,-0.69,-1.11,0.0,-1.17,6,0,0,0,0,0,0,3,11,0
3.74,3,0,0,0,0,0,1,-0.53,1,1,0.0,0.96,0.04,-0.66,0.01,0.0,0.0,0.01,-0.69,-1.11,0.0,-1.17,7,0,0,0,0,0,0,3,11,0
3.93,3,0,0,0,0,0,1,-0.26,0,1,0.0,1.31,0.33,-0.66,0.31,0.95,0.19,1.46,1.38,0.33,0.18,-0.24,6,0,0,0,0,0,0,3,11,0
3.64,5,0,0,0,0,0,1,-0.52,1,1,5.0,2.93,0.11,-0.66,0.01,0.0,0.0,0.01,-0.17,-1.11,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
4.13,2,0,0,0,0,1,0,-0.51,1,0,2.5,2.12,0.17,-0.36,0.14,0.33,0.46,0.33,0.35,-0.03,0.18,-0.86,8,0,0,0,0,0,0,3,11,0
3.74,5,0,0,0,0,0,1,0.5,0,1,2.5,1.36,0.67,-0.54,0.13,0.0,0.19,0.28,-0.69,0.33,0.18,-0.24,5,0,0,0,0,0,0,3,11,0
4.27,4,0,0,0,0,0,1,-0.58,1,0,2.5,2.83,0.08,-0.51,0.07,0.12,0.0,0.0,-0.17,-0.75,0.0,-0.86,8,0,0,0,0,0,0,3,11,0
4.08,5,0,0,0,0,0,1,0.4,0,1,2.5,1.36,3.52,-0.36,0.42,0.0,0.0,0.33,0.35,0.69,0.71,0.68,5,0,1,0,1,1,0,3,11,1
3.64,3,0,0,0,0,0,1,-0.02,1,1,5.0,0.51,0.39,-0.66,0.06,0.25,0.0,0.41,0.35,-0.03,0.18,-0.86,7,0,0,0,0,0,0,3,11,0
3.74,3,0,0,0,0,0,1,-1.5,1,1,2.5,2.42,0.03,-0.56,0.05,0.19,0.04,0.1,0.87,-0.39,0.0,-0.86,8,0,0,0,0,0,0,3,11,0
3.54,5,0,0,0,0,0,1,-0.16,1,1,2.5,1.97,0.19,-0.66,0.03,0.0,0.0,0.11,-0.17,-0.75,0.0,-0.55,5,0,0,0,0,0,0,3,11,0
3.06,4,0,0,0,0,0,1,0.11,1,1,2.5,4.29,0.49,-0.33,0.13,0.33,0.04,0.06,1.9,-0.03,0.36,-0.55,7,0,0,0,0,0,0,3,11,0
3.93,5,0,0,0,0,0,1,-0.25,1,1,0.0,3.23,0.68,-0.66,0.03,0.0,0.0,0.03,1.38,-0.39,0.18,0.06,6,0,1,0,0,0,0,3,11,0
2.82,3,0,0,0,0,0,1,-0.43,0,1,2.5,3.48,0.9,-0.59,0.08,0.75,0.11,1.37,2.42,1.05,0.18,-0.24,8,0,0,0,0,0,0,3,11,0
3.59,2,0,0,0,0,0,1,-0.15,1,1,2.5,2.73,0.03,-0.66,0.05,0.12,0.11,0.14,-0.69,-1.11,0.0,-0.86,8,0,0,0,0,0,0,3,11,0
2.82,4,0,0,0,0,0,1,-0.95,0,0,2.5,2.88,0.12,-0.36,0.07,0.15,0.21,0.72,-0.69,-0.75,0.18,-0.86,7,0,0,0,0,0,0,3,11,0
4.37,3,0,0,0,0,0,1,-0.48,1,0,5.0,3.23,0.15,-0.66,0.02,0.0,0.0,0.03,-0.17,-0.75,0.0,-0.86,6,0,0,0,0,0,0,3,11,0
3.79,2,0,0,0,0,0,1,-0.97,1,1,5.0,0.51,0.1,-0.64,0.04,0.14,0.04,0.12,0.87,-0.75,0.18,-0.55,4,0,0,0,0,0,0,3,11,0
3.01,3,0,1,0,0,0,0,1.1,0,0,0.0,3.28,3.55,-0.13,1.54,0.62,0.0,3.09,-0.69,0.33,1.96,-0.24,3,1,0,1,1,0,0,3,11,1
3.3,4,0,0,0,0,0,1,0.39,0,1,2.5,3.74,0.88,0.52,0.54,1.04,0.89,0.15,-0.17,-0.03,0.71,1.3,2,0,0,0,0,0,0,3,11,0
3.01,3,0,0,0,0,0,1,0.08,0,1,5.0,0.2,1.34,-0.56,0.09,0.12,0.08,0.41,0.35,1.05,0.18,0.37,7,0,1,0,0,0,0,3,11,0
3.2,3,0,0,0,0,0,1,-1.07,0,0,2.5,4.75,0.03,-0.44,0.03,0.04,0.1,0.3,-0.69,-1.11,0.18,-0.86,4,0,0,0,0,0,0,3,11,0
4.42,5,0,0,0,0,1,0,-0.47,1,0,0.0,2.07,0.06,-0.66,0.1,0.12,0.08,0.23,-0.17,-0.75,0.18,-1.17,7,0,0,0,0,0,1,3,11,1
3.98,4,0,0,0,0,0,1,1.58,0,0,0.0,1.26,2.74,3.94,2.31,2.05,3.1,0.28,-1.2,0.33,1.96,-0.24,2,0,0,1,1,0,0,3,11,1
3.5,4,0,0,0,0,1,0,0.71,0,0,2.5,4.75,0.98,2.53,1.84,2.55,2.41,2.28,-0.69,-0.39,1.25,0.99,1,0,0,0,0,0,0,3,11,0
4.08,3,0,0,0,0,0,1,-0.72,1,0,5.0,0.45,0.04,-0.51,0.01,0.21,0.04,0.22,-0.69,-1.11,0.0,-0.86,4,0,0,0,0,0,0,3,11,0
3.83,5,0,0,0,0,0,1,0.32,0,0,2.5,2.37,0.44,0.09,0.49,0.39,0.65,0.0,-0.69,-0.39,0.71,0.37,1,0,0,0,0,0,0,3,11,0
3.98,4,0,0,0,0,0,1,-1.34,1,0,2.5,0.61,0.02,-0.56,0.05,0.06,0.19,0.41,0.35,-0.39,0.18,-1.17,7,0,0,0,0,0,0,3,11,1
3.69,3,1,0,0,0,0,0,-1.08,1,0,0.0,4.04,0.05,-0.36,0.05,0.14,0.02,0.18,-0.69,-0.75,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
3.69,4,0,0,0,0,0,1,-0.37,1,1,2.5,1.01,0.06,-0.66,0.03,0.0,0.0,0.03,-0.17,-1.11,0.0,-0.86,8,0,0,0,0,0,0,3,11,0
4.13,2,0,0,0,0,0,1,-0.99,1,0,2.5,1.97,0.01,-0.49,0.04,0.25,0.17,0.21,0.35,-0.75,0.18,-0.86,6,0,0,0,0,0,0,3,11,0
4.27,3,0,0,0,0,0,1,-0.8,1,0,0.0,2.88,0.1,-0.59,0.09,0.04,0.15,0.06,0.35,-0.39,0.0,-0.55,8,0,0,0,0,0,0,3,11,0
3.3,3,0,0,0,0,1,0,-0.84,0,1,2.5,1.36,0.12,-0.66,0.01,0.0,0.0,0.06,-0.69,-1.11,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
3.25,3,0,0,0,0,0,1,0.43,0,1,0.0,4.19,1.76,0.04,0.39,0.19,0.4,1.37,0.35,0.33,0.54,1.91,5,0,0,0,0,0,0,3,11,0
3.01,3,0,0,0,0,1,0,0.83,0,0,2.5,3.99,1.34,0.14,1.5,1.37,1.43,0.75,-0.69,-0.39,0.71,0.99,1,0,0,0,0,0,0,3,11,0
2.67,5,0,0,0,0,0,1,0.38,0,2,0.0,3.48,1.37,-0.26,0.33,0.0,0.1,0.68,0.35,0.33,0.36,1.3,5,0,0,0,0,0,0,3,11,0
3.54,4,0,0,0,0,0,1,-0.08,1,1,2.5,3.89,0.27,-0.59,0.08,0.08,0.04,0.19,0.87,-0.39,0.18,-0.86,7,0,0,0,0,0,0,3,11,0
4.51,4,0,0,0,0,1,0,-1.16,1,0,0.0,0.76,0.29,-0.41,0.13,0.04,0.06,0.88,0.87,0.33,0.18,-1.17,10,0,0,0,0,0,0,3,11,1
3.88,3,0,1,0,0,0,0,-0.36,0,1,5.0,5.0,0.18,-0.66,0.02,0.04,0.0,0.06,-0.17,-1.11,0.18,-0.86,5,0,0,0,0,0,0,3,11,0
3.06,3,1,0,0,0,0,0,-1.0,2,1,2.5,3.08,0.02,-0.64,0.04,0.06,0.1,0.01,-0.69,-1.11,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
3.98,1,0,0,0,0,0,1,-0.82,0,1,0.0,1.16,0.03,-0.56,0.01,0.29,0.04,0.15,-0.17,-1.11,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
3.5,3,0,0,0,0,0,1,1.15,0,0,5.0,4.24,1.37,-0.66,1.72,2.84,0.42,0.3,-0.69,0.69,0.71,0.37,3,0,0,0,1,0,0,3,11,0
3.69,4,0,0,0,0,1,0,-0.97,0,0,2.5,3.74,0.34,-0.33,0.22,0.39,0.34,0.55,-0.17,-0.39,0.18,0.06,6,0,0,0,0,0,0,3,11,0
2.48,4,0,1,0,0,0,0,-0.26,0,0,2.5,4.55,0.54,-0.03,0.15,0.31,0.0,0.14,-0.69,-0.39,0.18,0.37,3,0,0,0,0,0,0,3,11,0
3.88,1,0,0,0,0,0,1,-1.28,1,0,0.0,2.07,0.01,-0.46,0.0,0.08,0.13,0.21,-0.69,-1.11,0.0,-0.86,8,0,0,0,0,0,0,3,11,0
3.59,3,0,0,0,0,0,1,-1.14,2,1,2.5,1.41,0.08,-0.66,0.02,0.04,0.0,0.03,-0.17,-0.75,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
3.69,5,0,0,0,0,1,0,-0.13,0,0,0.0,3.69,1.3,1.63,0.72,1.24,0.93,0.57,0.35,0.69,0.54,2.22,5,0,0,0,0,0,0,3,11,1
3.93,3,0,0,0,0,0,1,-0.23,1,1,2.5,4.44,0.72,-0.33,0.25,0.33,0.32,0.33,1.38,0.69,0.36,-0.24,7,0,0,0,0,0,0,3,11,0
3.5,4,0,0,0,0,1,0,-0.62,2,1,2.5,4.75,0.09,-0.66,0.01,0.0,0.0,0.04,-0.17,-1.11,0.0,-0.86,8,0,0,0,0,0,0,3,11,0
4.03,5,0,0,0,0,0,1,4.32,1,1,2.5,1.57,0.28,-0.64,0.05,0.04,0.02,0.03,-1.2,-1.47,0.0,-1.47,1,0,0,0,0,0,0,3,11,0
4.13,3,0,1,0,0,0,0,0.1,1,1,2.5,1.57,0.02,-0.51,0.03,0.12,0.1,0.14,-0.69,-1.11,0.0,-0.86,4,0,0,0,0,0,0,3,11,0
3.25,4,0,0,0,0,0,1,-0.83,0,1,0.0,0.3,0.6,-0.46,0.24,0.37,0.21,0.36,1.38,-1.11,0.36,0.99,2,0,0,0,0,0,0,3,11,0
3.3,5,0,0,0,0,0,1,0.11,0,1,2.5,1.16,1.18,-0.66,0.08,0.19,0.0,0.21,0.35,0.69,0.18,0.37,6,0,0,0,0,0,0,3,11,0
3.79,3,0,0,0,0,1,0,-0.78,0,0,2.5,4.65,0.06,-0.46,0.03,0.21,0.29,0.44,-0.69,-0.75,0.18,-1.17,7,0,0,0,0,0,0,3,11,0
2.72,3,0,1,0,0,0,0,0.8,0,0,5.0,2.63,2.09,0.22,0.49,1.12,0.32,0.48,-0.69,-0.03,0.54,0.06,1,0,1,1,0,0,0,3,11,0
4.13,2,0,0,0,0,1,0,-0.57,1,0,2.5,2.53,0.03,-0.51,0.03,0.0,0.08,0.03,-0.69,-1.11,0.0,-0.86,7,0,0,0,0,0,0,3,11,0
3.01,2,0,0,0,0,0,1,0.82,0,0,2.5,2.73,1.31,-0.11,0.94,2.01,0.67,1.48,-0.69,0.69,1.43,0.06,3,0,0,0,1,0,0,3,11,0
4.03,3,0,0,0,0,0,1,-1.49,1,0,2.5,4.7,0.03,-0.61,0.04,0.04,0.02,0.08,-0.17,-0.75,0.0,-0.86,6,0,0,0,0,0,0,3,11,0
3.98,3,0,0,0,0,1,0,1.27,0,1,2.5,2.83,0.72,0.92,1.47,4.46,0.59,2.62,-0.69,1.41,0.71,0.37,3,0,0,0,0,0,0,3,11,0
3.25,3,0,0,0,0,0,1,0.75,0,1,0.0,1.41,3.35,-0.23,1.66,1.8,2.38,0.23,2.42,2.49,1.96,-0.24,7,0,0,0,0,0,0,3,11,1
4.08,5,1,0,0,0,0,0,-0.67,1,1,0.0,4.75,0.06,-0.21,0.1,0.46,0.02,0.11,0.35,-0.39,0.0,-0.86,9,0,0,0,0,0,0,3,11,0
